user_pk,name,profile_pic_url,text,text_translated,published,like_count,reply_count,polarity,subjectivity,afinn_score,polarity_en,subjectivity_en,afinn_score_en
1604225000,sweet.spiders,https://instagram.fist1-3.fna.fbcdn.net/v/t51.2885-19/345439817_1582695122141598_809256476647402798_n.jpg?stp=dst-jpg_s150x150&_nc_ad=z-m&_nc_ht=instagram.fist1-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=A4-Wxos5ZN4AX_qQ_u6&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAwPKZgRo-aD_xX8LGrIr4BKegcQaceTgIyEcK91srw6A&oe=6473D0F1&_nc_sid=fb4ee2,b'@ahmetkayakesen \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8c',@ahmetkayakesen ❤️🙌,2023-05-22 16:09:58+00:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0
50930189976,13pascalispunk,https://instagram.fist1-4.fna.fbcdn.net/v/t51.2885-19/347874604_213047248165402_1069078356243801726_n.jpg?stp=dst-jpg_s150x150&_nc_ad=z-m&_nc_ht=instagram.fist1-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=RGLYXyawtpcAX8cXEgK&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfCDfBRQIAi-lAmRkxBa2VuM16QhzWBHoQ_MCSCku6quxg&oe=64755B14&_nc_sid=fb4ee2,b'',,2023-05-22 16:06:58+00:00,1,0,0,0,0,0,0,0
45627791989,ilayerkok_off,https://instagram.fist1-4.fna.fbcdn.net/v/t51.2885-19/345100536_715365167027952_200878708110696941_n.jpg?stp=dst-jpg_s150x150&_nc_ad=z-m&_nc_ht=instagram.fist1-4.fna.fbcdn.net&_nc_cat=100&_nc_ohc=0cYXcpHL8uMAX9MS5_W&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAH1AevOWno9Nv3Z8k9o6p1rSNsWMtCXlZk5YBDadypSQ&oe=64753CD0&_nc_sid=fb4ee2,b'',,2023-05-22 15:56:01+00:00,2,0,0,0,0,0,0,0
45627791989,ilayerkok_off,https://instagram.fist1-4.fna.fbcdn.net/v/t51.2885-19/345100536_715365167027952_200878708110696941_n.jpg?stp=dst-jpg_s150x150&_nc_ad=z-m&_nc_ht=instagram.fist1-4.fna.fbcdn.net&_nc_cat=100&_nc_ohc=0cYXcpHL8uMAX9MS5_W&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAH1AevOWno9Nv3Z8k9o6p1rSNsWMtCXlZk5YBDadypSQ&oe=64753CD0&_nc_sid=fb4ee2,b'',,2023-05-22 15:55:29+00:00,3,0,0,0,0,0,0,0
45627791989,ilayerkok_off,https://instagram.fist1-4.fna.fbcdn.net/v/t51.2885-19/345100536_715365167027952_200878708110696941_n.jpg?stp=dst-jpg_s150x150&_nc_ad=z-m&_nc_ht=instagram.fist1-4.fna.fbcdn.net&_nc_cat=100&_nc_ohc=0cYXcpHL8uMAX9MS5_W&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAH1AevOWno9Nv3Z8k9o6p1rSNsWMtCXlZk5YBDadypSQ&oe=64753CD0&_nc_sid=fb4ee2,b'Ahmooooo my favorite bum \xf0\x9f\x98\x82\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f',Ahmooooo my favorite bum 😂❤️❤️,2023-05-22 15:51:23+00:00,2,0,0.5,1.0,2.0,0.5,1.0,2.0
51163843099,ahmetkayakesenarg,https://instagram.fist1-4.fna.fbcdn.net/v/t51.2885-19/307982761_770830404145296_2694945588023233649_n.jpg?stp=dst-jpg_s150x150&_nc_ad=z-m&_nc_ht=instagram.fist1-4.fna.fbcdn.net&_nc_cat=100&_nc_ohc=apcLHiHxJ9sAX9AJE1u&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAF0djfVSepGklbKxdClZ9Rbx2ZnkOcFk-3NUSK8ZN5uA&oe=64752D42&_nc_sid=fb4ee2,b'\xc3\xa7ok tatl\xc4\xb1 ve yak\xc4\xb1\xc5\x9f\xc4\xb1kl\xc4\xb1 g\xc3\xb6r\xc3\xbcn\xc3\xbcyorsun \xf0\x9f\x98\x8d\xe2\x9d\xa4\xef\xb8\x8f',You look so cute and handsome 😍❤️,2023-05-22 15:43:22+00:00,0,0,0.0,0.0,0.0,0.5,1.0,5.0
178251969,giyo08,https://instagram.fist1-4.fna.fbcdn.net/v/t51.2885-19/87524224_553342432205050_6497441579249172480_n.jpg?stp=dst-jpg_s150x150&_nc_ad=z-m&_nc_ht=instagram.fist1-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=cN-NLnb9hIgAX-CmDro&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfB_YbPKxhCbt6iKVOyK2c61-Lyp9OLLMuPLuPZ0rPO_Kg&oe=6474A0A7&_nc_sid=fb4ee2,b'Omggg \xf0\x9f\x98\x8d\xe2\x9d\xa4\xef\xb8\x8f',Omggg 😍❤️,2023-05-22 15:40:46+00:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0
52958223395,sedat_inci_,https://instagram.fist1-4.fna.fbcdn.net/v/t51.2885-19/348605401_609541194487043_5514672426519649639_n.jpg?stp=dst-jpg_s150x150&_nc_ad=z-m&_nc_ht=instagram.fist1-4.fna.fbcdn.net&_nc_cat=111&_nc_ohc=WEyyg__zTRYAX_dEQrB&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfB0f41scTbCIz8qXU-0UJo0rFzClSO_KyVBt1wknAwMUA&oe=647451C1&_nc_sid=fb4ee2,b'',,2023-05-22 15:30:17+00:00,0,0,0,0,0,0,0,0
4071222735,ahmet_delisi_bir_kiz,https://instagram.fist1-4.fna.fbcdn.net/v/t51.2885-19/330607948_720853209661540_8726666306201136823_n.jpg?stp=dst-jpg_s150x150&_nc_ad=z-m&_nc_ht=instagram.fist1-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=MLMb1U08QTAAX_6KReV&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfC8OG9NDPZcNG8EhUSeubckGxLVFjtNB7BgBwP3TgcFLg&oe=647516EB&_nc_sid=fb4ee2,b'\xf0\x9f\x98\x8d\xf0\x9f\x94\xa5',,2023-05-22 15:29:46+00:00,0,0,0.0,0.0,0.0,0,0,0
11883008295,dilarayildirim384,https://instagram.fist1-3.fna.fbcdn.net/v/t51.2885-19/345146510_1584242482059054_8735120307449859793_n.jpg?stp=dst-jpg_s150x150&_nc_ad=z-m&_nc_ht=instagram.fist1-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=06I47Yd9-F4AX8tHCcC&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAVRz0Dv7bRp5C4iP8hSRObkaQ3_atVHwg466ahw_Hapw&oe=647420F1&_nc_sid=fb4ee2,b'Yetenekli \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8fseni \xc3\xa7ok seviyorum  abim \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f',Talented ❤️❤️❤️❤️I love you so much bro ❤️❤️❤️,2023-05-22 15:28:31+00:00,0,0,0.0,0.0,0.0,0.4666666666666666,0.5666666666666667,3.0
1610908215,serapdoganofficial,https://instagram.fist1-3.fna.fbcdn.net/v/t51.2885-19/303966943_1773309923020386_2204740593402982397_n.jpg?stp=dst-jpg_s150x150&_nc_ad=z-m&_nc_ht=instagram.fist1-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=ig6h_qQ8mTEAX_TaSSd&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfA3DxPbsfN90YrsWfgiObkiOVDEJ8rtKYBpQxN1Y6r5Ag&oe=647413C2&_nc_sid=fb4ee2,b'\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d',,2023-05-22 15:27:45+00:00,0,0,0.0,0.0,0.0,0,0,0
37681127334,minellaahmeckovic,https://instagram.fist1-4.fna.fbcdn.net/v/t51.2885-19/349049536_261483456447286_5082510222972017122_n.jpg?stp=dst-jpg_s150x150&_nc_ad=z-m&_nc_ht=instagram.fist1-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=Z58pwaJ5ONEAX_wUC-U&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfCr1olsSJa_TY2FbbK37J-eMQHQe3qw8On6_JEuslvzRg&oe=647592FE&_nc_sid=fb4ee2,b'Merhaba diyebilir misin?\xe2\x9d\xa4\xef\xb8\x8f',can you say hello?❤️,2023-05-22 15:25:27+00:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0
53194460959,ela_aktass16,https://scontent-ams2-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-ams2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=CXVOWmQ6vZEAX-xKSWk&edm=AId3EpQBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AfCTPCEgLTNCjPLnuYgSmbedz9XJezMB9p0fopAw_HW5-A&oe=64740A8F&_nc_sid=fb4ee2,b'Mutlaka tanisicamm',I will surely meet you,2023-05-22 15:24:51+00:00,0,0,0.0,0.0,0.0,0.5,0.8888888888888888,0.0
53194460959,ela_aktass16,https://scontent-ams2-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-ams2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=CXVOWmQ6vZEAX-xKSWk&edm=AId3EpQBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AfCTPCEgLTNCjPLnuYgSmbedz9XJezMB9p0fopAw_HW5-A&oe=64740A8F&_nc_sid=fb4ee2,b'\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x94\xa5',,2023-05-22 15:23:20+00:00,0,0,0.0,0.0,0.0,0,0,0
53194460959,ela_aktass16,https://scontent-ams2-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-ams2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=CXVOWmQ6vZEAX-xKSWk&edm=AId3EpQBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AfCTPCEgLTNCjPLnuYgSmbedz9XJezMB9p0fopAw_HW5-A&oe=64740A8F&_nc_sid=fb4ee2,b'Ahmet abii\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5',Brother Ahmet 🔥🔥🔥,2023-05-22 15:23:16+00:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0
